Ano,Mes,Dia,Visitantes,COVID
2021,1,21,0,1
2021,1,22,0,1
2021,1,24,0,1
2021,1,25,0,1
2021,1,26,1,1
2021,1,27,0,1
2021,1,28,0,1
2021,1,29,1,1
2021,1,31,1,1
2021,2,1,0,1
2021,2,2,0,1
2021,2,3,0,1
2021,2,4,1,1
2021,2,5,0,1
2021,2,7,0,1
2021,2,8,0,1
2021,2,9,0,1
2021,2,10,10,1
2021,2,11,0,1
2021,2,12,24,1
2021,2,15,1,1
2021,2,16,0,1
2021,2,17,0,1
2021,2,18,2,1
2021,2,19,1,1
2021,2,20,0,1
2021,2,22,2,1
2021,2,23,1,1
2021,2,24,0,1
2021,2,25,2,1
2021,2,26,2,1
2021,3,1,1,1
2021,3,2,0,1
2021,3,3,1,1
2021,3,4,2,1
2021,3,11,1,1
2021,3,12,2,1
2021,3,14,1,1
2021,3,15,1,1
2021,3,16,0,1
2021,3,17,3,1
2021,3,18,2,1
2021,3,19,13,1
2021,3,22,3,1
2021,3,23,3,1
2021,3,24,5,1
2021,3,25,5,1
2021,3,26,1,1
2021,3,27,2,1
2021,3,29,2,1
2021,3,30,5,1
2021,3,31,29,1
2021,4,1,20,1
2021,4,5,289,1
2021,4,6,229,1
2021,4,7,212,1
2021,4,8,170,1
2021,4,9,229,1
2021,4,10,110,1
2021,4,12,162,1
2021,4,13,110,1
2021,4,14,109,1
2021,4,15,113,1
2021,4,16,165,1
2021,4,17,105,1
2021,4,19,133,1
2021,4,20,114,1
2021,4,21,114,1
2021,4,22,105,1
2021,4,23,105,1
2021,4,24,89,1
2021,4,26,91,1
2021,4,27,98,1
2021,4,28,100,1
2021,4,29,123,1
2021,4,30,171,1
2021,5,1,320,1
2021,5,3,127,1
2021,5,4,136,1
2021,5,5,132,1
2021,5,6,126,1
2021,5,7,139,1
2021,5,8,294,1
2021,5,10,106,1
2021,5,11,107,1
2021,5,12,107,1
2021,5,13,148,1
2021,5,14,180,1
2021,5,15,294,1
2021,5,17,149,1
2021,5,18,148,1
2021,5,19,122,1
2021,5,20,92,1
2021,5,21,150,1
2021,5,22,325,1
2021,5,24,197,1
2021,5,25,121,1
2021,5,26,131,1
2021,5,27,152,1
2021,5,28,197,1
2021,5,29,264,1
2021,5,31,200,1
2021,6,1,197,1
2021,6,2,154,1
2021,6,3,357,1
2021,6,4,238,1
2021,6,5,296,1
2021,6,6,180,1
2021,6,7,201,1
2021,6,8,191,1
2021,6,9,137,1
2021,6,10,222,1
2021,6,11,200,1
2021,6,12,268,1
2021,6,13,170,1
2021,6,14,189,1
2021,6,15,156,1
2021,6,16,155,1
2021,6,17,185,1
2021,6,18,193,1
2021,6,19,206,1
2021,6,20,207,1
2021,6,21,257,1
2021,6,22,197,1
2021,6,23,185,1
2021,6,24,172,1
2021,6,25,220,1
2021,6,26,150,1
2021,6,27,160,1
2021,6,28,254,1
2021,6,29,256,1
2021,6,30,216,1
2021,7,1,243,1
2021,7,2,247,1
2021,7,3,178,1
2021,7,4,129,1
2021,7,5,276,1
2021,7,6,247,1
2021,7,7,233,1
2021,7,8,287,1
2021,7,9,228,1
2021,7,10,122,1
2021,7,11,110,1
2021,7,12,319,1
2021,7,13,237,1
2021,7,14,244,1
2021,7,15,205,1
2021,7,16,248,1
2021,7,17,155,1
2021,7,18,166,1
2021,7,19,337,1
2021,7,20,304,1
2021,7,21,269,1
2021,7,22,320,1
2021,7,23,293,1
2021,7,24,149,1
2021,7,25,187,1
2021,7,26,346,1
2021,7,27,314,1
2021,7,28,329,1
2021,7,29,261,1
2021,7,30,324,1
2021,7,31,217,1
2021,8,1,295,1
2021,8,2,366,1
2021,8,3,339,1
2021,8,4,387,1
2021,8,5,337,1
2021,8,6,371,1
2021,8,7,346,1
2021,8,8,303,1
2021,8,9,510,1
2021,8,10,391,1
2021,8,11,449,1
2021,8,12,388,1
2021,8,13,365,1
2021,8,14,289,1
2021,8,15,301,1
2021,8,16,431,1
2021,8,17,398,1
2021,8,18,383,1
2021,8,19,379,1
2021,8,20,389,1
2021,8,21,378,1
2021,8,22,309,1
2021,8,23,490,1
2021,8,24,643,1
2021,8,25,432,1
2021,8,26,423,1
2021,8,27,389,1
2021,8,28,566,1
2021,8,29,310,1
2021,8,30,376,1
2021,8,31,350,1
2021,9,1,372,1
2021,9,2,405,1
2021,9,3,390,1
2021,9,4,439,1
2021,9,5,285,1
2021,9,6,367,1
2021,9,7,338,1
2021,9,8,368,1
2021,9,9,332,1
2021,9,10,357,1
2021,9,11,347,1
2021,9,12,372,1
2021,9,13,339,1
2021,9,14,368,1
2021,9,15,316,1
2021,9,16,313,1
2021,9,17,356,1
2021,9,18,463,1
2021,9,19,468,1
2021,9,20,325,1
2021,9,21,256,1
2021,9,22,251,1
2021,9,23,294,1
2021,9,24,315,1
2021,9,25,497,1
2021,9,26,392,1
2021,9,27,326,1
2021,9,28,343,1
2021,9,29,251,1
2021,9,30,311,1
2021,10,1,357,1
2021,10,2,544,1
2021,10,3,427,1
2021,10,4,476,1
2021,10,5,445,1
2021,10,6,283,1
2021,10,7,338,1
2021,10,8,369,1
2021,10,9,560,1
2021,10,10,535,1
2021,10,11,481,1
2021,10,12,367,1
2021,10,13,342,1
2021,10,14,386,1
2021,10,15,381,1
2021,10,16,575,1
2021,10,17,446,1
2021,10,18,410,1
2021,10,19,283,1
2021,10,20,456,1
2021,10,21,505,1
2021,10,22,375,1
2021,10,23,604,1
2021,10,24,439,1
2021,10,25,568,1
2021,10,26,448,1
2021,10,27,453,1
2021,10,28,451,1
2021,10,29,555,1
2021,10,30,574,1
2021,10,31,586,1
2021,11,1,633,1
2021,11,2,540,1
2021,11,3,427,1
2021,11,4,443,1
2021,11,5,498,1
2021,11,6,583,1
2021,11,7,456,1
2021,11,8,368,1
2021,11,9,296,1
2021,11,10,305,1
2021,11,11,410,1
2021,11,12,467,1
2021,11,13,611,1
2021,11,14,427,1
2021,11,15,377,1
2021,11,16,285,1
2021,11,17,251,1
2021,11,18,327,1
2021,11,19,430,1
2021,11,20,605,1
2021,11,21,436,1
2021,11,22,364,1
2021,11,23,344,1
2021,11,24,319,1
2021,11,25,345,1
2021,11,26,659,1
2021,11,27,894,1
2021,11,28,623,1
2021,11,29,278,1
2021,11,30,267,1
2021,12,1,481,1
2021,12,2,317,1
2021,12,3,405,1
2021,12,4,832,1
2021,12,5,859,1
2021,12,6,495,1
2021,12,7,379,1
2021,12,8,718,1
2021,12,9,308,1
2021,12,10,342,1
2021,12,11,698,1
2021,12,12,653,1
2021,12,13,313,1
2021,12,14,286,1
2021,12,15,265,1
2021,12,16,289,1
2021,12,17,328,1
2021,12,18,821,1
2021,12,19,697,1
2021,12,20,339,1
2021,12,21,367,1
2021,12,22,417,1
2021,12,23,558,1
2021,12,24,243,1
2021,12,26,251,1
2021,12,27,504,1
2021,12,28,527,1
2021,12,29,528,1
2021,12,30,489,1
2021,12,31,372,1
2022,1,2,409,1
2022,1,3,360,1
2022,1,4,300,1
2022,1,5,186,1
2022,1,6,225,1
2022,1,7,241,1
2022,1,8,277,1
2022,1,9,197,1
2022,1,10,265,1
2022,1,11,250,1
2022,1,12,234,1
2022,1,13,218,1
2022,1,14,269,1
2022,1,15,428,1
2022,1,16,235,1
2022,1,17,179,1
2022,1,18,206,1
2022,1,19,215,1
2022,1,20,195,1
2022,1,21,226,1
2022,1,22,469,1
2022,1,23,350,1
2022,1,24,220,1
2022,1,25,279,1
2022,1,26,203,1
2022,1,27,237,1
2022,1,28,234,1
2022,1,29,485,1
2022,1,30,356,1
2022,1,31,274,1
2022,2,1,245,1
2022,2,2,217,1
2022,2,3,288,1
2022,2,4,278,1
2022,2,5,498,1
2022,2,6,346,1
2022,2,7,315,1
2022,2,8,214,1
2022,2,9,230,1
2022,2,10,330,1
2022,2,11,306,1
2022,2,12,483,1
2022,2,13,319,1
2022,2,14,415,1
2022,2,15,398,1
2022,2,16,337,1
2022,2,17,341,1
2022,2,18,375,1
2022,2,19,627,1
2022,2,20,368,1
2022,2,21,386,1
2022,2,22,375,1
2022,2,23,287,1
2022,2,24,366,1
2022,2,25,303,1
2022,2,26,637,1
2022,2,27,536,1
2022,2,28,528,1
2022,3,1,460,1
2022,3,2,405,1
2022,3,3,316,1
2022,3,4,324,1
2022,3,5,467,1
2022,3,6,325,1
2022,3,7,329,1
2022,3,8,248,1
2022,3,9,261,1
2022,3,10,278,1
2022,3,11,303,1
2022,3,12,320,1
2022,3,13,372,1
2022,3,14,442,1
2022,3,15,321,1
2022,3,16,331,1
2022,3,17,330,1
2022,3,18,299,1
2022,3,19,663,1
2022,3,20,265,1
2022,3,21,321,1
2022,3,22,280,1
2022,3,23,246,1
2022,3,24,381,1
2022,3,25,392,1
2022,3,26,509,1
2022,3,27,315,1
2022,3,28,403,1
2022,3,29,324,1
2022,3,30,360,1
2022,3,31,475,1
2022,4,1,512,1
2022,4,2,619,1
2022,4,3,514,1
2022,4,4,528,1
2022,4,5,573,1
2022,4,6,362,1
2022,4,7,464,1
2022,4,8,530,1
2022,4,9,696,1
2022,4,10,536,1
2022,4,11,778,1
2022,4,12,740,1
2022,4,13,692,1
2022,4,14,863,1
2022,4,15,791,1
2022,4,16,934,1
2022,4,17,752,1
2022,4,18,629,1
2022,4,19,641,1
2022,4,20,530,1
2022,4,21,650,1
2022,4,22,517,1
2022,4,23,757,1
2022,4,24,684,1
2022,4,25,650,1
2022,4,26,618,1
2022,4,27,558,1
2022,4,28,568,1
2022,4,29,515,1
2022,4,30,671,1
2022,5,1,688,1
2022,5,2,682,1
2022,5,3,533,1
2022,5,4,459,1
2022,5,5,441,1
2022,5,6,545,1
2022,5,7,709,1
2022,5,8,436,1
2022,5,9,427,1
2022,5,10,444,1
2022,5,11,351,1
2022,5,12,424,1
2022,5,13,457,1
2022,5,14,617,1
2022,5,15,556,1
2022,5,16,550,1
2022,5,17,418,1
2022,5,18,405,1
2022,5,19,437,1
2022,5,20,466,1
2022,5,21,706,1
2022,5,22,602,1
2022,5,23,601,1
2022,5,24,556,1
2022,5,25,581,1
2022,5,26,548,1
2022,5,27,570,1
2022,5,28,750,1
2022,5,29,566,1
2022,5,30,597,1
2022,5,31,413,1
2022,6,1,514,1
2022,6,2,450,1
2022,6,3,580,1
2022,6,4,679,1
2022,6,5,611,1
2022,6,6,560,1
2022,6,7,393,1
2022,6,8,524,1
2022,6,9,469,1
2022,6,10,567,1
2022,6,11,568,1
2022,6,12,372,1
2022,6,13,600,1
2022,6,14,481,1
2022,6,15,537,1
2022,6,16,828,1
2022,6,17,647,1
2022,6,18,728,1
2022,6,19,567,1
2022,6,20,572,1
2022,6,21,603,1
2022,6,22,584,1
2022,6,23,532,1
2022,6,24,687,1
2022,6,25,952,1
2022,6,26,1003,1
2022,6,27,824,1
2022,6,28,717,1
2022,6,29,728,1
2022,6,30,700,1
2022,7,1,760,1
2022,7,2,854,1
2022,7,3,680,1
2022,7,4,759,1
2022,7,5,809,1
2022,7,6,784,1
2022,7,7,458,1
2022,7,8,0,1
2022,7,9,0,1
2022,7,10,0,1
2022,7,11,889,1
2022,7,12,700,1
2022,7,13,723,1
2022,7,14,820,1
2022,7,15,788,1
2022,7,16,809,1
2022,7,17,825,1
2022,7,18,1018,1
2022,7,19,861,1
2022,7,20,834,1
2022,7,21,896,1
2022,7,22,889,1
2022,7,23,948,1
2022,7,24,787,1
2022,7,25,871,1
2022,7,26,1078,1
2022,7,27,1103,1
2022,7,28,864,1
2022,7,29,879,1
2022,7,30,964,1
2022,7,31,861,1
2022,8,1,1101,1
2022,8,2,1111,1
2022,8,3,1061,1
2022,8,4,1342,1
2022,8,5,1066,1
2022,8,6,1264,1
2022,8,7,1091,1
2022,8,8,1426,1
2022,8,9,1073,1
2022,8,10,1377,1
2022,8,11,1176,1
2022,8,12,840,1
2022,8,13,969,1
2022,8,14,1020,1
2022,8,15,1191,1
2022,8,16,1280,1
2022,8,17,1225,1
2022,8,18,940,1
2022,8,19,810,1
2022,8,20,887,1
2022,8,21,783,1
2022,8,22,813,1
2022,8,23,837,1
2022,8,24,973,1
2022,8,25,756,1
2022,8,26,706,1
2022,8,27,723,1
2022,8,28,638,1
2022,8,29,726,1
2022,8,30,575,1
2022,8,31,647,1
2022,9,1,607,1
2022,9,2,725,1
2022,9,3,759,1
2022,9,4,618,1
2022,9,5,684,1
2022,9,6,644,1
2022,9,7,717,1
2022,9,8,697,1
2022,9,9,553,1
2022,9,10,588,1
2022,9,11,605,1
2022,9,12,639,1
2022,9,13,519,1
2022,9,14,497,1
2022,9,15,580,1
2022,9,16,493,1
2022,9,17,664,1
2022,9,18,620,1
2022,9,19,560,1
2022,9,20,474,1
2022,9,21,429,1
2022,9,22,448,1
2022,9,23,520,1
2022,9,24,764,1
2022,9,25,697,1
2022,9,26,499,1
2022,9,27,628,1
2022,9,28,528,1
2022,9,29,457,1
2022,9,30,559,1
2022,10,1,772,1
2022,10,2,550,1
2022,10,3,603,1
2022,10,4,493,1
2022,10,5,809,1
2022,10,6,551,1
2022,10,7,601,1
2022,10,8,733,1
2022,10,9,593,1
2022,10,10,820,1
2022,10,11,839,1
2022,10,12,675,1
2022,10,13,582,1
2022,10,14,558,1
2022,10,15,645,1
2022,10,16,790,1
2022,10,17,575,1
2022,10,18,649,1
2022,10,19,512,1
2022,10,20,483,1
2022,10,21,611,1
2022,10,22,647,1
2022,10,23,686,1
2022,10,24,733,1
2022,10,25,564,1
2022,10,26,650,1
2022,10,27,529,1
2022,10,28,636,1
2022,10,29,682,1
2022,10,30,788,1
2022,10,31,850,1
2022,11,1,709,1
2022,11,2,535,1
2022,11,3,400,1
2022,11,4,552,1
2022,11,5,764,1
2022,11,6,670,1
2022,11,7,383,1
2022,11,8,376,1
2022,11,9,435,1
2022,11,10,449,1
2022,11,11,502,1
2022,11,12,732,1
2022,11,13,568,1
2022,11,14,476,1
2022,11,15,374,1
2022,11,16,323,1
2022,11,17,355,1
2022,11,18,526,1
2022,11,19,735,1
2022,11,20,580,1
2022,11,21,336,1
2022,11,22,356,1
2022,11,23,356,1
2022,11,24,321,1
2022,11,25,1016,1
2022,11,26,1352,1
2022,11,27,837,1
2022,11,28,639,1
2022,11,29,341,1
2022,11,30,213,1
2022,12,1,768,1
2022,12,2,379,1
2022,12,3,755,1
2022,12,4,657,1
2022,12,5,402,1
2022,12,6,367,1
2022,12,7,315,1
2022,12,8,794,1
2022,12,9,581,1
2022,12,10,582,1
2022,12,11,497,1
2022,12,12,218,1
2022,12,13,220,1
2022,12,14,210,1
2022,12,15,468,1
2022,12,16,427,1
2022,12,17,879,1
2022,12,18,589,1
2022,12,19,526,1
2022,12,20,453,1
2022,12,21,479,1
2022,12,22,582,1
2022,12,23,707,1
2022,12,24,458,1
2022,12,26,626,1
2022,12,27,1230,1
2022,12,28,1164,1
2022,12,29,1129,1
2022,12,30,1050,1
2022,12,31,843,1
2023,1,2,1027,1
2023,1,3,815,1
2023,1,4,677,1
2023,1,5,625,1
2023,1,6,593,1
2023,1,7,544,1
2023,1,8,434,1
2023,1,9,382,1
2023,1,10,384,1
2023,1,11,394,1
2023,1,12,395,1
2023,1,13,474,1
2023,1,14,594,1
2023,1,15,609,1
2023,1,16,413,1
2023,1,17,351,1
2023,1,18,363,1
2023,1,19,433,1
2023,1,20,384,1
2023,1,21,655,1
2023,1,22,568,1
2023,1,23,454,1
2023,1,24,398,1
2023,1,25,489,1
2023,1,26,404,1
2023,1,27,659,1
2023,1,28,817,1
2023,1,29,742,1
2023,1,30,524,1
2023,1,31,424,1
2023,2,1,366,1
2023,2,2,393,1
2023,2,3,407,1
2023,2,4,687,1
2023,2,5,533,1
2023,2,6,418,1
2023,2,7,432,1
2023,2,8,439,1
2023,2,9,340,1
2023,2,10,475,1
2023,2,11,652,1
2023,2,12,595,1
2023,2,13,512,1
2023,2,14,378,1
2023,2,15,457,1
2023,2,16,327,1
2023,2,17,471,1
2023,2,18,0,1
